listing_id,bed_type,bed_length
276228812,,76.3
255837110,Short,76.3
280852712,,76.3
272730482,,76.3
279190883,,76.3
280121423,,76.3
266110881,,76.3
263211040,,76.3
267137232,,76.3
278670116,,76.3
269863648,,76.3
269878208,,76.3
269878203,,76.3
276913647,,76.3
275645481,,76.3
281375303,,76.3
281120044,,76.3
266026031,,76.3
269208949,,76.3
270268312,,76.3
269878211,,76.3
272425680,,76.3
270661201,,76.3
270030695,,76.3
270030706,,76.3
278675089,,76.3
280774240,,76.3
279222818,,76.3
280912857,,76.3
280890005,,76.3
278576902,,
267620060,,76.3
266110883,,76.3
268713684,,76.3
272559095,,76.3
268846440,,76.3
269208948,,76.3
272425676,,76.3
280177096,,76.3
277298770,,67.4
280983904,,76.3
278290341,,76.3
263390904,,76.3
281527024,,76.3
264093648,,76.3
273459449,,76.3
272154042,,76.3
270030705,,76.3
277632715,,76.3
279629645,,76.3
281055001,,76.3
281596065,,76.3
281088379,,76.3
280700602,,76.3
281427400,,76.3
278440046,,76.3
280130446,,76.3
280677961,,76.3
281019092,,76.3
279589365,,76.3
277437333,,76.3
280397807,,76.3
281105248,,76.3
280590737,,76.3
274631550,,76.3
281033582,,76.3
274631549,,76.3
280700599,,76.3
279101025,,76.3
281556022,,76.3
279774695,,76.3
249450558,,76.3
280993075,,76.3
279808535,,76.3
278563957,,76.3
279951492,,76.3
281401276,,76.3
278673101,,76.3
277601306,,76.3
279940002,,76.3
281484750,,76.3
278690028,,76.3
281501614,,76.3
281498880,,76.3
278871777,,76.3
280271834,,67.4
279687709,,67.4
280793477,,67.4
279452523,,67.4
279445881,,67.4
275706731,,67.4
279445870,,67.4
274414513,,67.4
278350931,,67.4
276839237,,67.4
276097221,,67.4
280675278,,67.4
276792355,,67.4
264766483,,67.4
276792358,,67.4
273478123,,67.4
278866976,,67.4
277334854,,67.4
224364605,,67.4
280839612,,67.4
277982564,,67.4
219770328,,67.4
277862653,Short,67.4
279563370,,67.4
277502597,,67.4
277784281,,67.4
219021823,,67.4
279201993,,67.4
272318041,,67.4
281186157,,67.4
276859829,,67.4
278954624,,67.4
275608689,,67.4
278923364,,67.4
275114517,,67.4
280987044,,67.4
281325248,,67.4
277940454,,67.4
227234739,,67.4
281330789,Short,67.4
279005133,,67.4
278539526,,67.4
214292393,,67.4
227376985,,67.4
280633205,Short,67.4
279652401,,67.4
281449648,,67.4
280853120,,67.4
231364025,,67.4
277070596,,67.4
281000033,,67.4
280397352,,67.4
277817255,,67.4
275263023,,
280815649,,67.4
279090703,,67.4
280185746,,67.4
280101139,,67.4
280305402,,67.4
276716979,,67.4
279598898,,67.4
279579168,,67.4
279804876,,67.4
276665815,,67.4
206508150,,67.4
234577882,,67.4
244746243,,67.4
275263022,,
279422373,,67.4
281108077,,67.4
281277704,,67.4
280679231,,67.4
214292394,,67.4
214118522,,67.4
281178305,,67.4
280764799,,67.4
279013222,,67.4
235177822,,67.4
240609895,,67.4
280083092,Short,
281311956,,67.4
281028985,,67.4
278731457,,67.4
279598900,,67.4
214292390,,67.4
275263021,,
275180516,,67.4
281479704,,67.4
273788362,,67.4
279190882,,67.4
280741340,,67.4
280942266,,67.4
278429096,,67.4
280211863,,67.4
277736399,,67.4
280035235,,67.4
280398040,,67.4
281047148,,67.4
269938240,,67.4
280398036,,67.4
279201341,,67.4
268787998,,67.4
270033702,,67.4
274911815,,67.4
279157507,,67.4
243380501,,76.3
278026336,,67.4
279428128,,67.4
280429776,,67.4
279173276,,67.4
279703439,,67.4
281228982,,67.4
277002924,,67.4
280607555,,67.4
279481425,,67.4
281249670,,67.4
280398038,,67.4
280902171,,67.4
264266033,,67.4
281107063,,67.4
278557110,,67.4
274588058,,67.4
277550960,,67.4
280090423,,67.4
281564107,,67.4
273253398,,67.4
276571696,,67.4
246905418,,67.4
279515395,,67.4
257537343,,67.4
278255118,,67.4
281172194,,67.4
276328913,Short,67.4
278820045,,67.4
264290618,,67.4
281301398,,67.4
280987049,,67.4
281665919,,67.4
280095037,,67.4
279543880,,67.4
279921543,,67.4
281048362,,67.4
275666331,,67.4
280939527,,67.4
281130033,,67.4
281270052,Short,67.4
279012078,,67.4
277648909,,67.4
280645750,,67.4
278653110,,67.4
280319690,,67.4
280294539,,67.4
278679063,,67.4
280810108,,67.4
280441622,,67.4
277886910,,67.4
260345234,,67.4
281454552,,67.4
278174031,,67.4
277728936,,67.4
278824500,,67.4
280643114,,67.4
275711182,,67.4
280048109,,67.4
260345198,,67.4
280483211,,67.4
281051778,,67.4
280562954,,67.4
281486139,,67.4
279800153,,67.4
279024504,,67.4
279973059,,67.4
277284063,,67.4
263390862,,67.4
280250515,,67.4
279589552,,67.4
280485894,,67.4
280331508,,67.4
277355984,,
280298230,,67.4
279252817,,67.4
279254304,,67.4
279973057,,67.4
277819495,,67.4
228722812,,
278519503,,67.4
280492222,,67.4
281559130,,67.4
281048684,,67.4
280271833,,67.4
280570037,Short,67.4
281240038,,67.4
277426473,,67.4
233180170,,
281427100,,67.4
273872099,,
281072966,Short,
273890300,,
279885017,,67.4
281131832,,67.4
276549336,,67.4
280201567,,67.4
277508115,,67.4
278867821,,67.4
277515751,,67.4
244746070,,67.4
279660005,,67.4
279749428,,67.4
269647220,,67.4
279790005,,67.4
280790834,,67.4
278630499,,67.4
279311240,,67.4
280628094,,
275674111,,67.4
223697443,,67.4
273872095,,
273457822,,67.4
277250020,Short,67.4
280957402,,67.4
229530021,,67.4
279172022,,67.4
280986619,,67.4
281625324,,67.4
281427098,,67.4
279412806,,67.4
276607481,,67.4
280206669,,67.4
279968141,Short,67.4
281115366,,67.4
276909724,,67.4
281115367,,67.4
281083099,,67.4
279306593,,67.4
279543527,,67.4
271216140,,67.4
280935421,,67.4
281332227,,67.4
280903345,,67.4
279025297,,67.4
244746157,,67.4
278551187,,67.4
281599480,Short,
260049791,,67.4
278743404,,67.4
280541646,,67.4
279180391,,67.4
280785116,,67.4
279796877,,67.4
279796876,,67.4
280236853,,67.4
280944174,,67.4
280700629,,67.4
268021945,,67.4
277122480,,67.4
279921535,,67.4
274537162,,67.4
279820607,,67.4
279295738,,67.4
279572546,,67.4
272248429,,67.4
279970828,,67.4
278521340,,67.4
281033253,,67.4
281033895,,67.4
278350935,,67.4
279405533,,67.4
278705810,,67.4
280989077,,67.4
280684005,,67.4
281220715,,67.4
280713913,,67.4
280048075,,67.4
278640527,,67.4
280271831,,67.4
281383953,,67.4
279957376,,67.4
275112491,,67.4
281220008,,67.4
278908320,,67.4
279039953,,67.4
279586889,,67.4
280034533,,67.4
278800019,,67.4
280799103,,67.4
278350937,,67.4
278780015,,67.4
275862520,,67.4
281301461,,67.4
280690002,Short,67.4
280286407,,67.4
276836699,,67.4
277902643,,67.4
277615190,,67.4
280583607,,67.4
278563958,,67.4
280044601,,67.4
280221238,,67.4
279348861,,67.4
279425541,,67.4
278766480,,67.4
280887719,,67.4
277627071,,67.4
280684018,,67.4
279712957,,67.4
281407984,,67.4
280688369,,67.4
280010905,,67.4
243195579,,67.4
279349308,,67.4
281132898,Short,67.4
277210646,,67.4
278034287,,67.4
279279642,,67.4
277383719,,67.4
280956088,,67.4
280145964,,67.4
278647413,,67.4
280600024,,67.4
279808544,,67.4
280354830,,67.4
280550029,,67.4
280995573,,67.4
281323661,,67.4
279940795,,67.4
278875695,,67.4
281155434,,67.4
281606198,,67.4
281040026,,67.4
281079364,,67.4
