listing_id,fuel_tank_volume
246815256,13
278343249,11
277722774,
280980001,12
277310038,12
278157985,12
280596688,12
278971531,12.7
281281575,12.7
270678853,12
262840880,12.7
278352152,12.7
274562457,12
278170046,12.7
281551640,12
281540870,12.7
281073101,12.7
281653395,12.7
275857174,12.7
280220850,12.7
279750193,12.7
280306144,12.7
279367298,12.7
278930784,12.7
281125599,12.7
281333375,12.7
280906782,12.7
278110046,12.7
280560748,
281616999,11.9
270212065,11.9
279068929,11.9
280883987,11.9
281152953,11.9
279660827,11.9
278928715,11.9
281204374,11.9
266651785,11.9
280999011,11.9
245584329,11.9
280460573,11.9
281521808,11.9
281308600,11.9
280560747,11.9
281223180,11.9
277140003,11.9
276622238,11.9
274333961,11.9
273849760,11.9
274833603,11.9
280970098,11.9
274151129,11.9
281262225,11.9
281223034,11.9
280970096,11.9
280680053,11.9
281652170,11.9
281628220,11.9
281672374,11.9
274418488,11.9
267916340,20
279671085,20
280924823,20
277800001,20
281185000,20
278355702,19
238208400,19
276994510,19
280653955,19
279711653,19
272849733,19
281671054,19
273800100,20
260705237,20
278397059,20
279694440,20
279362858,20
280555630,20
265547815,20
253960030,18
280101750,20
278758937,20
281411583,20
228661683,17
278780016,
271090000,12
279272323,12
275265797,12
278780017,12
281600050,17.1
281054381,19.8
277694671,19.8
280972547,19.8
247931892,19.8
276592721,19.8
281486656,19.8
280517568,19.8
279980020,19.8
278859867,19.8
236298926,18.5
242929445,18.5
242794252,18.5
271509494,18.5
273109413,18.5
274024816,18.5
271116479,18.5
270648994,18.5
272011444,18.5
276149225,18.5
261661103,18.5
257740070,18.5
192702480,18.5
276327982,19
268770073,19
263620037,19
280803993,18.8
275595443,18.5
269337941,18.5
273139092,18.5
261481915,18.5
271991520,18.5
258429813,18.5
274533543,18.5
273139088,18.5
270092785,18.5
279060045,18.5
269455220,18.5
271991532,18.5
260725676,18.5
236228072,18.5
257740099,18.5
274840010,21
276090945,24
280444521,24
278710001,18.7
279005141,18.8
279695009,19
279333728,18.5
277080003,18.5
267101540,18.5
278527964,18.5
280571860,19
280705292,18.5
277730032,18.5
276028123,18.5
279827021,18.5
271217348,18.5
280876238,18.5
281187182,18.5
276739909,18.5
276228311,18.5
278490582,18.5
271774728,15
281205805,19
264976474,19
236808524,19
244491823,19
267074827,19
278988051,19
223307318,19
280492229,19
259647782,19
253008395,19
280081110,19
276382268,19
259647785,19
253008397,19
278603542,19
270241791,19
263142635,19
249071692,19
271695268,19
272238645,19
261308708,19
272167931,19
270241787,19
279788459,19
281440565,19
254029233,19
261647668,19
270241789,19
197111546,21.1
279549793,21.1
272801281,17.6
271601939,17.6
247672954,17.6
227947071,17.6
274211787,17.6
280081111,17.6
275012858,17.6
195390282,21.1
197963024,21.1
251114878,21.1
262266195,
264796312,
269317094,
277749923,
264796306,
264796310,17.6
272541044,
262266193,17.6
269317105,
271899466,24
267895525,24
275758983,24
229105989,23.8
275680553,23.8
279350747,23.8
264585654,23.8
279846933,23.8
279585102,23.8
239868491,23.8
242224504,23.8
236475520,24
276964805,24
277457074,24
277591756,24
272370604,24
280976122,24
277861267,24
275368258,24
280639541,24
263788256,24
279049813,24
260300044,24
270711912,24
266660984,24
275012857,24
255287406,24
253927522,24
278896587,24
279966284,24
244947167,24
268734748,24
281386855,
279543379,10
267101565,21
258551304,21
264433982,21
267101495,22
248634274,21.2
262295518,21.1
278806328,21.1
280480016,20.6
277267243,20.5
277267239,20.5
281205806,20.5
272601051,20.5
273495549,20.5
265318402,20.5
269234996,20.5
258552913,20.5
262243537,20.5
263154905,20.5
263971699,20.5
264090967,20.5
270168497,20.5
261110758,20.5
265318315,20.5
277325533,14.5
251799160,14.5
267101453,15.9
277525309,15.9
280616606,15.9
276294859,14.5
280247963,14.5
278119903,14.5
262771593,14.5
274923479,14.5
280071618,14.5
275964155,14
255482910,14
276497334,
276222116,
280876069,14.3
212020043,14.3
278782287,14.3
280012318,14.3
279461607,14.3
280122939,14.3
278251414,14.3
279704265,14.3
280898360,14.3
278186336,14.3
254240040,14.3
280617255,14.3
279506715,14.3
279715070,14.3
281572046,14.3
259933863,14.3
272749334,17.4
273906791,19.8
270991510,19.8
268166296,19.8
260369402,19.8
273624526,19.8
280800715,19.8
277557919,19.8
274923856,19.8
278206718,19.8
277491612,19.8
262587932,19.8
274509733,19.8
279030031,19.8
274788342,19.8
274052797,19.8
278472374,19.8
271174915,19.8
273906778,19.8
267996237,19.8
271849818,19.8
268882819,19.8
275678004,19.8
274788382,19.8
268166340,19.8
264359126,19.8
271714452,19.8
267852142,19.8
274339698,19.8
268924592,19.8
274052780,19.8
260136995,19.8
263139057,19.8
273906761,19.8
276500375,19.8
262709438,19.8
275641140,19.8
267606997,19.8
268166354,19.8
274052807,19.8
277491644,19.8
274788377,19.8
275641143,19.8
274849574,19.8
274171005,19.8
270902315,19.8
277740488,19.8
275931096,15.9
277027099,15.9
259327441,15.9
272702547,15.9
268037830,15.9
266002220,15.9
266002232,15.9
267819253,15.9
277027087,15.9
274617486,15.9
273113151,15.9
276418223,15.9
267631358,15.9
268316437,15.9
265348697,15.9
278168416,15.9
274509738,15.9
277422795,15.9
277557918,15.5
267591056,15.5
267394264,15.5
265433507,15.5
277908087,15.5
273482792,15.5
266255266,17.4
268150150,17.4
273764428,17.4
274949426,17.4
267380575,17.4
267537897,21.1
269168033,21.1
278244883,21.1
267601842,19.8
262933846,19.8
266096322,19.8
276985350,19.8
264006081,19.8
278611801,15.3
281173855,15.3
281472321,15.3
275007774,15.3
280405993,15.3
280481454,15.3
280361702,13.2
280322668,13.2
281671880,13.2
280900544,13.2
280763296,13.2
281462674,14.5
278821296,14.5
280771392,14.5
280622503,14.5
280183526,14.5
279583906,13.2
275790890,13.2
263892709,18
276979291,18
280750038,18.5
276176473,16.1
276778838,16.1
281233637,16.1
279830200,16.9
242108627,16.9
280480496,16.1
280952525,16.1
280184690,16.1
279843535,16.1
280830006,16.9
281626699,16.1
279266751,16.1
279859054,16.1
275916223,16.1
276180879,16.1
278655242,16.6
277507619,16.6
281411590,16.6
279903479,16.6
281599490,16.6
279968832,16.6
277638073,16.6
275902546,16.6
273883045,16
279140007,16
259904327,16
278669390,16
276588496,16.9
281598985,16.9
278490724,16.1
277761437,16.9
281576482,16.9
263323026,16.1
279702934,16.9
280894290,16.1
278242301,16.9
280362010,16.1
247931906,16.9
278935481,16.9
279903474,14.5
278348185,15.3
276778837,15.3
280964502,15.3
279743694,15.3
279500935,15.3
276594877,15.3
278258739,15.3
280638544,15.3
279534632,15.3
279367031,15.3
281196833,15.3
281408582,15.3
276661002,15.3
276621621,15.3
277586939,14.5
280771393,15.3
274727071,15.3
281229386,15.3
281408579,15.3
281455758,15.3
279483524,15.3
276215512,15.3
278208058,15.3
279619982,15.3
281485632,15.3
278005148,15.3
281213985,15.3
277250841,15.3
278583486,15.3
275938047,13.7
281337027,13.7
281054390,13.7
239101895,13.7
280787547,13.7
281289489,13.7
280082988,13.7
279930045,13.7
280577575,13.7
279061075,13.7
280488003,13.7
281033786,13.7
281497099,13.7
280203613,13.7
281174843,13.7
276215521,13.7
281178793,13.7
280734745,13.7
280120490,13.7
252594913,13.7
254925270,13.7
279983163,13.7
281027698,13.7
263495541,13.7
281085629,13.7
280241601,13.7
279406499,15.8
273656459,15.8
278786103,15.8
277623556,15.8
278979055,15.8
280176597,15.8
225506895,15.8
281365424,15.8
280947652,15.8
280710968,15.8
277323712,15.8
280810028,15.8
281497100,15.8
280156613,15.8
280879036,15.8
279056689,15.8
281254059,15.8
263308205,15.8
280987722,15.8
279744107,15.8
279405491,15.8
281027703,15.8
280476432,15.8
280619319,15.8
280526225,15.8
280762847,15.8
280243519,15.8
278685024,15.8
278338408,15.8
244716595,15.8
279374485,15.8
281416851,15.8
281054839,15.8
280141857,15.8
281280119,15.8
274811068,15.8
281151300,15.8
281549415,15.8
281500624,15.8
281316020,15.8
279317075,15.8
279455978,15.8
279460628,15.8
281642713,15.8
281191686,15.8
281346793,15.8
279374484,15.8
276397370,15.8
280343954,15.8
279483533,15.8
280758401,15.8
281254056,15.8
281083746,15.8
281247895,15.8
281483803,15.8
281500618,15.8
281308493,15.8
279677637,15.8
279641437,15.8
281473240,15.8
265507518,18.5
279706300,18.5
280580736,18.5
279629639,18.5
280436749,18.5
281118719,18.5
272999135,18.5
260007113,17
130901305,16
280302281,16
280998970,16
277298834,16
280341590,16
275924126,16
275967701,16
232394398,16
281653531,16
269713600,16
278832083,16
278098584,16
279679897,13
280450003,16.1
275063062,16.1
280620414,16.1
279813685,16.1
280900318,16.1
277750963,16.1
258152212,16.1
275801175,16.1
254328697,16.1
280342794,16.1
281020052,16.1
280466477,16.1
252424020,16.1
249703333,16.1
255929159,18
259153873,18
271958579,18
269016206,18
281501603,18.5
280512042,18.5
276179721,18.5
280414295,18.5
272091388,18
275504308,18
273026724,18
274930674,18
279830271,18
261584681,13.7
262380579,13.7
269145157,13.7
280582187,13.7
264790572,13.7
251284740,13.7
262457020,13.7
276665722,13.7
246978162,13.7
250292435,13.7
262457019,13.7
242439136,13.7
278650786,14.5
276189454,14.5
280530052,14.5
281427062,14.5
279567264,14.5
278776074,14.5
280315551,14.5
184121155,18.5
281229728,18.5
279968562,18.5
280255392,14
281045906,14
277910960,14
281558348,14
280699444,14
281382248,14
281565299,14
277932295,14
281654374,14
210486521,14
275133351,14
270150924,14
263391053,14
272370966,14
277826832,14
279350760,14
280594199,16.1
280690573,16.1
277098395,16.1
279749138,16.1
269411957,16.1
280805012,16.1
281531746,16.1
272758199,16.1
279808644,16.1
276109801,16.1
276877226,16.1
277974689,16.1
279930750,16.1
280803587,18.5
276364954,18.5
280991298,18.5
280330001,18.5
278195701,15.8
281580049,15.8
281033773,15.8
267952949,15.8
281411548,15.8
280044355,15.8
280814421,15.8
278060049,15.8
279859417,15.8
278045394,15.8
271702924,15.8
268084425,15.8
278181497,15.8
280329903,15.8
279867551,15.8
278730031,15.8
278352220,15.8
265332109,15.8
281145903,15.8
280536083,15.8
276599732,21.1
278990443,21.1
278956746,16.4
279903079,16.4
273323949,16
272825384,16
279846184,16
278673096,16
278653104,16
280133751,16
268144256,16
281491405,16.6
276369734,16.6
280092329,16.6
266952337,16.6
264087289,20.1
266282959,20.1
253705849,20.1
265379919,20.1
280183326,20.1
263811145,20.1
265004320,20.1
276193389,20.1
280183320,20.1
262910920,20.1
279176700,20.1
280183323,20.1
263495533,20.1
277179047,18.5
247932004,18.5
281092815,18.5
279695006,21.1
279408690,21.1
263733672,16.6
248172876,
280100449,
257643986,
226670434,
271661468,
264003868,
280350707,
280369205,
274657915,
279505066,
236216157,
280130893,18
256870020,18
276884428,18
267893194,21
278096079,21
270080018,21
278165607,21
281350818,21
281050786,21
277411431,21
280846969,21
280163545,21
280850017,21
267242544,21
272295118,21
278371165,21
270770552,21
279595432,21
265350012,21
280259870,14
280348296,16
280567081,16
276427151,16
281440555,21.1
223200015,21.1
273470032,21.1
280171708,21.1
247931917,21.1
277766812,21
279388136,21
281350036,21.1
266328297,21
280042274,21
243440784,21.1
281512805,21
280290050,21
281255635,21
281303251,21
275115729,21
280600020,21.1
268448561,21.1
272336169,21
281471547,21.1
272187387,21.1
271262108,21.1
275761475,21.1
275029707,16.4
266553534,16
279567265,16.4
277030054,16.4
280947252,16.4
276525034,16
278850068,16.4
280083000,16.4
270255245,16.4
275610422,16
205117196,16
246845813,16.4
270216324,18.5
281571888,18.5
281348815,18.5
278442448,18.5
277042898,21.1
255348239,17.4
281230036,17.4
281455014,17.4
280772976,17.4
280936301,17.4
278806326,17.4
280532751,17.4
276450689,17.4
280223807,17.4
274727590,17.4
276450659,17.4
276450668,17.4
277234464,17.4
216987621,25.6
280653380,19.8
275084122,19.8
276450705,19.8
281250100,19.8
274939038,19.8
275187295,19.8
274512810,19.8
275032827,19.8
276172290,19.8
271849344,19.8
271849678,19.8
227935984,19.8
275046504,19.8
276450677,19.8
277863649,19.8
279576576,19.8
279178127,19.8
268000879,19.8
252170221,19.8
254400858,19.8
281454548,19.8
281665169,19.8
278894852,19.8
274203965,19.8
278485094,19.8
241159232,19.8
254400855,19.8
254807922,19.8
279310012,19.8
275170131,19.8
271849444,19.8
252020880,19.8
277170894,19.8
271629400,19.8
276410015,19.8
280570828,19.8
279809642,19.8
274269265,19.8
279732217,19.8
277191443,19.8
257330049,19.8
227761349,19.8
237220682,19.8
271849713,19.8
270161967,19.8
273357788,19.8
262545814,19.8
274260902,19.8
280938336,19.8
251908037,19.8
271849866,19.8
239502373,19.8
207956689,19.8
272227086,19.8
280980012,21.1
277430361,21.1
234003139,19.8
267167172,19.8
272501792,21.1
241680446,19.8
281178347,17.4
280020000,17.4
280132139,17.4
280016978,17.4
281419909,17.4
280954073,17.4
276567135,17.4
277630510,17.4
280407528,17.4
280310032,17.4
279926161,17.4
277915182,17.4
275787367,17.4
276009888,17.4
275824699,17.4
281529780,17.4
272949805,17.4
277107571,17.4
277144795,17.4
273468702,17.4
277978200,17.4
277410696,17.4
279333700,17.4
277035138,17.4
273449742,17.4
274600196,17.4
277313054,17.4
277200848,17.4
257996533,17.4
281084760,17.4
273201737,17.4
277868547,17.4
280007459,17.4
278419648,17.4
280826719,17.4
280298353,15.9
260555785,15.9
279006189,15.9
278816189,15.9
278670775,15.9
275186866,15.9
280117489,15.9
273156769,15.9
281241349,15.9
278679543,15.9
281003393,15.9
279579442,15.9
279258229,15.9
262516462,15.9
274470066,15.9
281431023,15.9
280100535,18.5
281099768,18.5
281154364,18.5
280896014,18.5
281141223,18.5
280428388,18.5
280609499,18.5
236510032,15.9
277470884,18.5
258286143,15.5
237795909,15.9
276592561,17.4
281042071,17.4
278419647,17.4
279570772,17.4
278244888,17.4
250420508,17.4
279422391,17.4
280610444,17.4
281502254,17.4
275379122,17.4
281502265,17.4
279255368,17.4
279420505,17.4
276348182,17.4
278670267,17.4
278670251,17.4
279178126,17.4
279752598,17.4
281034580,17.4
276056609,17.4
275767984,17.4
274450688,17.4
278244884,17.4
276823826,17.4
268895875,17.4
278170862,17.4
277740445,17.4
280610583,17.4
278244902,17.4
281194414,17.4
279770731,17.4
280710628,17.4
281112406,17.4
280066201,17.4
274988311,17.4
277989508,17.4
280810987,17.4
281243334,17.4
279317228,17.4
279008612,17.4
281399919,17.4
278578842,17.4
278048342,17.4
274014093,17.4
276056605,17.4
278420337,17.4
279679734,17.4
281256661,17.4
277491558,17.4
280453128,17.4
278583478,17.4
276958075,17.4
281256663,17.4
280674142,17.4
277964402,17.4
277491643,17.4
275706021,17.4
278154133,17.4
279823333,17.4
273532103,17.4
276370606,17.4
279916565,17.4
274952117,17.4
277535991,17.4
278244896,17.4
281145904,17.4
279679772,17.4
279914952,17.4
278688255,17.4
254253849,17.4
277876970,17.4
279860225,17.4
258405582,17.4
276243530,17.4
280598451,17.4
251908039,17.4
258040977,17.4
262326520,17.4
281277422,17.4
276724804,17.4
279914944,17.4
257437224,17.4
257316022,17.4
281190055,17.4
274998842,17.4
257583566,17.4
265744141,17.4
258543625,17.4
280828508,17.4
252170199,17.4
280799315,17.4
276450685,17.4
275711478,21.1
276866527,21.1
277498283,21.1
277567143,21.1
258819807,21.1
250624786,21.1
275562512,21.1
281283601,21.1
279143225,21.1
280532755,21.1
272415750,21.1
273156752,21.1
276450682,21.1
275348772,21.1
280734706,21.1
281478130,21.1
271849464,21.1
271849319,21.1
245592086,21.1
261480039,21.1
256821035,21.1
281407013,19.8
273970028,19.8
269211552,19.8
281191066,8.7
278391569,8.7
278874547,8.7
280020094,13.2
276866702,13.2
275503538,13.2
274842717,13
281520124,13
278071375,13.2
281093998,13.2
279743051,13.2
275742747,13.2
279683665,11.6
276929853,11.6
280734585,11.6
280809194,11.6
281085210,11.6
280809197,11.6
279190822,11.6
279579618,11.6
280331197,11.6
280886306,11.6
278683722,11.6
280809198,11.6
280020112,11.6
279793774,11.6
280203804,11.6
281211499,11.6
281179994,11.6
278997938,11.6
278747486,11.6
280791830,11.6
281262318,11.6
281131118,11.6
278683726,11.6
281263339,11.6
277112336,11.6
280734589,11.6
277712515,11.6
280235460,11.6
281595593,11.6
277161140,11.6
278379391,11.6
280961373,11.6
278379393,11.6
275454454,11.6
277202026,11.6
281113919,11.6
275718706,11.6
277202027,11.6
280689166,11.6
280034712,11.6
280525428,11.6
280525426,11.6
278899283,13.2
280894219,13.2
280884000,13.2
280541687,13.2
276630016,13.2
279544934,13.2
278530004,16.9
278757398,18
279811391,20
280753510,17.7
278879995,17.7
276326490,17.7
280893221,18
280920368,17.7
279589891,16.9
280027163,24
277643270,16
279419735,16.9
274102319,16
278873691,16.9
277091586,16
281442679,16
247931861,17
280809064,16
276010961,16
278740004,
276649790,15
280865526,15
262875644,17
214879235,16
279004005,16
280739590,16
280558975,16
256520023,16
271809432,16
273770001,16
279617154,19
272542776,16
274196034,17
276810016,16
280815520,16
276722555,19
275150019,17
280385959,17
257369185,16.9
280691115,19
281362414,16
281060261,19
272636304,17
281596511,14.3
280579610,16.9
280870017,14.3
280861044,14.3
281427601,
280570860,16.9
280920369,16.9
265288973,16.9
206492822,16.9
277779326,16.9
277299060,18
281193609,16.9
281417747,16.9
278561342,16.9
281523947,16.9
280473835,16.9
275565514,16.9
278046465,17.6
270841597,20
280132913,20
265987056,16
276082936,16
270143445,16
281350088,16
281486792,16
278700060,16
279231846,16
277412157,16.9
247825515,16
279788458,16.9
276510005,16
281229955,16.9
277265606,16.9
280780308,16.9
270052551,16.9
279678245,16.9
267973021,16.9
248933447,16.9
277830504,16.9
280335795,16.9
280059098,16.9
266511827,14.3
281294208,16.9
278048690,16.9
281144099,16.9
278384982,16.9
267883915,16.9
270630008,16.9
257354569,16.9
281055844,16.9
268441024,17.6
274344473,17.6
280934574,16.9
256953527,16.9
278982176,16.9
278046453,16.9
279723795,16.9
279705851,16.9
281273669,18
259319188,18
278347164,16.9
280454015,17.6
277141844,17.6
276264117,17.6
270571724,16.9
279499892,17.6
280372617,16.9
281220918,18
281514549,16.9
276893028,18
218507774,16.9
280204727,16.9
280976121,16.9
276068301,16.9
235960006,16.9
278865926,16.9
280571444,16.9
256311009,17.6
275568567,17.7
278842710,17.7
276964804,17.7
218075791,17.9
280215152,17.9
266927389,17.9
